what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314612852810
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1314612854696
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1314612861153
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1314612892102
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1314612909122
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314612910881
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314612911874
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314612912409
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314613069353
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1314613073064
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314613074063
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314613088121
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1314613092895
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314613094816
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314613101282
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1314613105913
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314613107839
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314613206520
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1314613210057
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1314613212242
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1314613212254
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314613216782
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314613233513
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1314613237567
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1314613241848
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314613243261
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314613265952
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1314613270989
